date,s'well water bottle,water bottle,isPartial,trend_slug,trend_label,trend_query,baseline_term,country_panel,country_panel_rule,query_convention,geo,country
2020-03-01,0,21,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-04-01,0,29,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-05-01,0,19,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-07-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-09-01,0,20,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-11-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-12-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-01-01,0,23,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-02-01,0,32,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-03-01,0,24,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-04-01,0,28,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-05-01,0,20,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-07-01,24,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-08-01,0,41,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-09-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-11-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2021-12-01,0,27,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-01-01,0,30,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-02-01,0,20,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-03-01,0,27,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-04-01,0,23,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-05-01,0,34,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-06-01,0,37,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-07-01,0,29,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-08-01,0,45,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-09-01,0,30,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-10-01,0,33,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-11-01,0,24,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2022-12-01,0,34,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-01-01,0,17,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-02-01,0,35,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-03-01,0,40,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-04-01,0,36,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-05-01,0,28,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-06-01,0,31,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-07-01,0,36,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-08-01,0,42,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-09-01,0,52,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-10-01,0,16,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-11-01,0,35,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2023-12-01,0,41,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-01-01,0,52,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-02-01,0,41,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-03-01,0,42,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-04-01,0,30,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-05-01,0,50,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-06-01,0,45,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-07-01,0,39,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-08-01,0,49,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-09-01,0,39,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-10-01,0,46,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-11-01,0,45,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2024-12-01,0,41,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-01-01,0,45,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-02-01,0,38,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-03-01,0,35,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-04-01,0,27,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-05-01,0,37,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-06-01,0,56,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-07-01,0,46,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-08-01,0,46,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-09-01,0,45,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-11-01,0,64,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2025-12-01,0,67,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2026-01-01,0,46,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2026-02-01,0,100,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2026-03-01,0,73,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2026-04-01,0,61,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2026-05-01,0,60,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2026-06-01,0,20,True,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
